scenario_id,sample_idx,seed_idx,seed,tte_h,min_headroom_margin,status
S4_mixed_day,8,4,1007080004,12.438728331681638,0.9279909805986857,cutoff
S4_mixed_day,8,5,1007080005,12.411111111111111,0.9279593876475224,cutoff
S4_mixed_day,8,6,1007080006,12.433333333333334,0.9280569739321757,cutoff
S4_mixed_day,8,7,1007080007,12.477304200527998,0.9279433688754848,cutoff
S4_mixed_day,9,0,1007090000,10.297355369331543,0.8989330824053443,cutoff
S4_mixed_day,9,1,1007090001,10.287301927742634,0.8995590277358254,cutoff
S4_mixed_day,9,2,1007090002,10.388450049632361,0.9012676871495575,cutoff
S4_mixed_day,9,3,1007090003,10.333333333333334,0.9002010828219484,cutoff
S4_mixed_day,9,4,1007090004,10.340376090745506,0.8999181421970252,cutoff
S4_mixed_day,9,5,1007090005,10.319444444444445,0.9007950894339705,cutoff
S4_mixed_day,9,6,1007090006,10.304410027054372,0.9003443920654568,cutoff
S4_mixed_day,9,7,1007090007,10.32125720803115,0.9011621298113043,cutoff
