scenario_id,scenario_title_zh,seed,tte_h,tte_mean_h,delta_tte_pct,status,min_headroom_margin
S3_gaming,游戏（高 CPU/GPU 负载）,7010037,3.8433625390910047,3.8456425279402824,-0.05928759193587531,cutoff,0.9093240542217681
S3_gaming,游戏（高 CPU/GPU 负载）,7010038,3.844088602561069,3.8456425279402824,-0.04040743173405281,cutoff,0.9000192225162265
S3_gaming,游戏（高 CPU/GPU 负载）,7010039,3.847871167914305,3.8456425279402824,0.05795234366768973,cutoff,0.9052945300846459
S3_gaming,游戏（高 CPU/GPU 负载）,7010040,3.845873238956936,3.8456425279402824,0.005999283994222334,cutoff,0.9007380748005944
S3_gaming,游戏（高 CPU/GPU 负载）,7010041,3.843745465038505,3.8456425279402824,-0.049330193537090526,cutoff,0.9086807795412126
S3_gaming,游戏（高 CPU/GPU 负载）,7010042,3.8469271374845433,3.8456425279402824,0.03340428900834265,cutoff,0.8985146711052691
S3_gaming,游戏（高 CPU/GPU 负载）,7010043,3.8472506442436054,3.8456425279402824,0.04181658309734602,cutoff,0.9071424270442282
S3_gaming,游戏（高 CPU/GPU 负载）,7010044,3.84538051944158,3.8456425279402824,-0.006813126721966124,cutoff,0.9034346325714682
S3_gaming,游戏（高 CPU/GPU 负载）,7010045,3.846872644189486,3.8456425279402824,0.03198727495512976,cutoff,0.9054729766125998
S3_gaming,游戏（高 CPU/GPU 负载）,7010046,3.843759180022782,3.8456425279402824,-0.04897355653358559,cutoff,0.9087747304529664
S3_gaming,游戏（高 CPU/GPU 负载）,7010047,3.8455848165054682,3.8456425279402824,-0.0015006968119071404,cutoff,0.8986184021567954
S3_gaming,游戏（高 CPU/GPU 负载）,7010048,3.843495201709079,3.8456425279402824,-0.05583790525515607,cutoff,0.9083817487783608
S3_gaming,游戏（高 CPU/GPU 负载）,7010049,3.8453708204309955,3.8456425279402824,-0.0070653345263573105,cutoff,0.908629096158768
S3_gaming,游戏（高 CPU/GPU 负载）,7010050,3.843513849339091,3.8456425279402824,-0.055353002410541446,cutoff,0.9032801435049294
S3_gaming,游戏（高 CPU/GPU 负载）,7010051,3.8446590676104884,3.8456425279402824,-0.025573368368191938,cutoff,0.9034230643439473
S3_gaming,游戏（高 CPU/GPU 负载）,7010052,3.846866626249636,3.8456425279402824,0.031830787715188,cutoff,0.9093862555335729
S3_gaming,游戏（高 CPU/GPU 负载）,7010053,3.845948356092444,3.8456425279402824,0.007952589195161477,cutoff,0.9093094424463114
S3_gaming,游戏（高 CPU/GPU 负载）,7010054,3.8497478171271577,3.8456425279402824,0.10675171072320505,cutoff,0.9020686252619691
S3_gaming,游戏（高 CPU/GPU 负载）,7010055,3.8468916229042898,3.8456425279402824,0.03248078714888751,cutoff,0.9033455864990014
S3_gaming,游戏（高 CPU/GPU 负载）,7010056,3.840991509352918,3.8456425279402824,-0.12094256170647177,cutoff,0.9002991984045753
S3_gaming,游戏（高 CPU/GPU 负载）,7010057,3.8462082741652313,3.8456425279402824,0.014711357616795531,cutoff,0.9051808993082687
S3_gaming,游戏（高 CPU/GPU 负载）,7010058,3.846550511137022,3.8456425279402824,0.023610701986544393,cutoff,0.8997077985678382
S3_gaming,游戏（高 CPU/GPU 负载）,7010059,3.835303446751543,3.8456425279402824,-0.2688518528079877,cutoff,0.8984480538629882
S3_gaming,游戏（高 CPU/GPU 负载）,7010060,3.841666666666667,3.8456425279402824,-0.10338613754994701,cutoff,0.8976694531879468
S3_gaming,游戏（高 CPU/GPU 负载）,7010061,3.849141570297895,3.8456425279402824,0.09098719738484765,cutoff,0.9035548149833834
S3_gaming,游戏（高 CPU/GPU 负载）,7010062,3.84060267624254,3.8456425279402824,-0.13105356676097255,cutoff,0.8998137153587994
