sample_idx,scenario_id,scenario_title_zh,soc0,tte_h,status,soc_end,temp_peak_C
79,S1b_browse,浏览/社交媒体,1.0,7.868055555555555,soc_min,0.0998611078177865,27.14554011404084
0,S2_navigation,导航（GPS + 地图数据）,1.0,8.670833333333333,cutoff,0.0465898468161751,26.88430019678869
1,S2_navigation,导航（GPS + 地图数据）,1.0,7.1125,cutoff,0.0725999820140395,27.50526621672144
2,S2_navigation,导航（GPS + 地图数据）,1.0,6.6097222222222225,cutoff,0.0532414701784776,28.256275112811917
3,S2_navigation,导航（GPS + 地图数据）,1.0,6.694444444444445,cutoff,0.0536116738978992,28.492575534123905
4,S2_navigation,导航（GPS + 地图数据）,1.0,7.2555555555555555,cutoff,0.0664936553951383,28.05860498660496
5,S2_navigation,导航（GPS + 地图数据）,1.0,7.294444444444444,cutoff,0.0690737459031506,27.78332825561724
6,S2_navigation,导航（GPS + 地图数据）,1.0,7.416666666666667,cutoff,0.0528448736381304,27.65713588286744
7,S2_navigation,导航（GPS + 地图数据）,1.0,7.075,soc_min,0.0999579674341066,27.37619232624109
8,S2_navigation,导航（GPS + 地图数据）,1.0,7.706944444444445,cutoff,0.0576239951667358,27.318715251846932
9,S2_navigation,导航（GPS + 地图数据）,1.0,7.747222222222222,soc_min,0.0999684123313366,27.36210856537431
10,S2_navigation,导航（GPS + 地图数据）,1.0,7.468055555555556,soc_min,0.0998395247282812,27.533898445945297
11,S2_navigation,导航（GPS + 地图数据）,1.0,6.816003650454922,cutoff,0.0580228910068387,27.73823823626164
12,S2_navigation,导航（GPS + 地图数据）,1.0,7.2972222222222225,cutoff,0.0530613648571313,27.998780826163696
13,S2_navigation,导航（GPS + 地图数据）,1.0,7.533189074286739,cutoff,0.0475249770786782,27.52347665153596
14,S2_navigation,导航（GPS + 地图数据）,1.0,8.2375,cutoff,0.0735585414113395,27.208115649934772
15,S2_navigation,导航（GPS + 地图数据）,1.0,7.756944444444445,soc_min,0.0998945811229317,27.147799468225337
16,S2_navigation,导航（GPS + 地图数据）,1.0,9.372222222222222,cutoff,0.0595732309994429,27.130850277978272
17,S2_navigation,导航（GPS + 地图数据）,1.0,7.5472222222222225,soc_min,0.0998887681296415,27.340648306443867
18,S2_navigation,导航（GPS + 地图数据）,1.0,9.240277777777775,cutoff,0.0633650143810632,26.75346603310466
19,S2_navigation,导航（GPS + 地图数据）,1.0,7.719444444444444,cutoff,0.0727786783967482,27.31679275644838
20,S2_navigation,导航（GPS + 地图数据）,1.0,8.151388888888889,soc_min,0.0999203308623049,27.22072117939886
21,S2_navigation,导航（GPS + 地图数据）,1.0,5.825,cutoff,0.0784157098277216,28.64905435444051
22,S2_navigation,导航（GPS + 地图数据）,1.0,9.788384895364304,cutoff,0.0715221958869216,26.832416742309775
23,S2_navigation,导航（GPS + 地图数据）,1.0,5.970833333333333,cutoff,0.066433791348691,28.462073051354395
24,S2_navigation,导航（GPS + 地图数据）,1.0,7.286111111111111,cutoff,0.0588429746438235,27.591630795149904
25,S2_navigation,导航（GPS + 地图数据）,1.0,7.071722468338068,cutoff,0.0692468627727928,28.058700811281177
26,S2_navigation,导航（GPS + 地图数据）,1.0,7.814410902806128,cutoff,0.0623568016622122,27.890275346229387
27,S2_navigation,导航（GPS + 地图数据）,1.0,8.85138888888889,cutoff,0.046338005047743,27.068975613247066
28,S2_navigation,导航（GPS + 地图数据）,1.0,10.056852345078587,cutoff,0.0582009211974135,26.524592918989377
29,S2_navigation,导航（GPS + 地图数据）,1.0,8.605555555555556,cutoff,0.0616010534027912,27.226406534004123
30,S2_navigation,导航（GPS + 地图数据）,1.0,9.798972661048976,cutoff,0.0399193989428294,26.805030061052697
31,S2_navigation,导航（GPS + 地图数据）,1.0,7.441666666666666,cutoff,0.0470578501174569,27.465771539459947
32,S2_navigation,导航（GPS + 地图数据）,1.0,8.077777777777778,cutoff,0.0602749919036486,27.615855387984343
33,S2_navigation,导航（GPS + 地图数据）,1.0,9.343055555555557,cutoff,0.0617938348192807,26.978969724670865
